Date Time	Open	Low	High	Close	Volume	
04-08-2020 12:00:00	11048.4	11038.3	11049.75	11039.45	107700
04-08-2020 12:05:00	11039.5	11038.85	11063.05	11054.9	201225
04-08-2020 12:10:00	11055	11055	11063.9	11058.2	189300
04-08-2020 12:15:00	11058.6	11050.6	11061.5	11054	107100
04-08-2020 12:20:00	11054	11053	11062	11060.05	79275
04-08-2020 12:25:00	11060.05	11051	11061.35	11054.4	88350
04-08-2020 12:30:00	11054.9	11052.7	11069.7	11057	221475
04-08-2020 12:35:00	11058	11054.05	11060.95	11055	86325
04-08-2020 12:40:00	11055.45	11040	11060	11041.05	128625
04-08-2020 12:45:00	11041.25	11040.05	11050	11046.55	155100
04-08-2020 12:50:00	11046.45	11041.6	11051.65	11045	100275
04-08-2020 12:55:00	11045	11028.3	11047.7	11034.8	262125
04-08-2020 13:00:00	11033.6	11027.6	11047	11043.9	127350
04-08-2020 13:05:00	11044.5	11042.4	11057.5	11055.5	117825
04-08-2020 13:10:00	11055	11050	11061.1	11054	99225
04-08-2020 13:15:00	11055	11053.55	11077.55	11067.3	364950
04-08-2020 13:20:00	11068.05	11045.75	11070.8	11050	179325
04-08-2020 13:25:00	11048.5	11038.35	11051.5	11040.05	149250
04-08-2020 13:30:00	11041.1	11039.7	11051.95	11046.8	77625
04-08-2020 13:35:00	11046.15	11026.2	11046.75	11031.2	215325
04-08-2020 13:40:00	11030.05	11026.55	11040	11031	105075
04-08-2020 13:45:00	11030	11030	11044.95	11039.75	78600
04-08-2020 13:50:00	11038.5	11035	11045	11041.1	57075
04-08-2020 13:55:00	11041.1	11040.1	11049.95	11047.8	70200
04-08-2020 14:00:00	11048	11045.1	11056.4	11046.15	159000
04-08-2020 14:05:00	11046.1	11038.45	11047.35	11043.5	96975
04-08-2020 14:10:00	11044.3	11043.35	11053.2	11048.05	81750
04-08-2020 14:15:00	11046.75	11046.75	11062.3	11058.6	119100
04-08-2020 14:20:00	11059.85	11058.3	11069	11066.05	127125
04-08-2020 14:25:00	11066.1	11058.05	11066.6	11063.15	99075
04-08-2020 14:30:00	11062.6	11062.6	11084.6	11076.15	332325
04-08-2020 14:35:00	11075.6	11075.3	11092.1	11089.85	249900
04-08-2020 14:40:00	11088.9	11088.5	11104.55	11099.5	347700
04-08-2020 14:45:00	11098.6	11085.55	11100	11091.05	193200
04-08-2020 14:50:00	11090	11087.15	11100	11099.15	127725
04-08-2020 14:55:00	11098.75	11090.1	11100	11097.1	101325
04-08-2020 15:00:00	11097.2	11082.1	11097.2	11096	209550
04-08-2020 15:05:00	11095	11090.9	11098	11091.2	93825
04-08-2020 15:10:00	11091.1	11090	11110	11100	443325
04-08-2020 15:15:00	11100.3	11098.3	11105.2	11099.55	329400
04-08-2020 15:20:00	11100	11099.25	11109.95	11109	260550
04-08-2020 15:25:00	11108.95	11106	11114.25	11106.85	388050
04-08-2020 15:30:00	11110.35	11110.35	11110.35	11110.35	150
05-08-2020 09:15:00	11131.9	11129	11177.65	11172.5	659328
05-08-2020 09:20:00	11173	11167.7	11185.2	11181.5	374250
05-08-2020 09:25:00	11183.4	11179	11187.4	11182.4	188025
05-08-2020 09:30:00	11182.5	11181.35	11200	11195	407325
05-08-2020 09:35:00	11195	11194.75	11204	11199	263925
05-08-2020 09:40:00	11198	11191.05	11199	11196.25	202200
05-08-2020 09:45:00	11196.95	11193.75	11209.95	11208.65	244650
05-08-2020 09:50:00	11209.95	11208.1	11219.85	11210.75	251100
05-08-2020 09:55:00	11210.9	11204.55	11215	11214.3	159000
05-08-2020 10:00:00	11213	11204.1	11217.9	11209.45	105300
05-08-2020 10:05:00	11208	11203.7	11217.25	11214.6	87225
05-08-2020 10:10:00	11214.8	11210.5	11217	11214.5	85650
05-08-2020 10:15:00	11214	11214	11226.05	11217.2	222450
05-08-2020 10:20:00	11217.05	11208.05	11220	11211.5	102150
05-08-2020 10:25:00	11211.5	11204.15	11212.95	11211.15	83550
05-08-2020 10:30:00	11211.25	11195	11213	11198.9	177750
05-08-2020 10:35:00	11198.55	11197.75	11205.5	11202	108750
05-08-2020 10:40:00	11202	11201.15	11208	11207	67425
05-08-2020 10:45:00	11206.3	11192.6	11207.5	11198.25	153225
05-08-2020 10:50:00	11198.05	11196.3	11203.2	11199.25	121575
05-08-2020 10:55:00	11199.5	11195	11202	11196.95	106125
05-08-2020 11:00:00	11196.6	11191.85	11208.5	11205.25	137625
05-08-2020 11:05:00	11205.2	11201	11212.4	11210.75	91200
05-08-2020 11:10:00	11211.25	11206	11211.8	11211.8	53700
05-08-2020 11:15:00	11211.65	11198.4	11211.65	11200	106200
05-08-2020 11:20:00	11199.5	11197.45	11203.05	11201.55	81900
05-08-2020 11:25:00	11200.8	11200	11208.75	11201.7	66450
05-08-2020 11:30:00	11201	11154.25	11201.9	11160.3	632025
05-08-2020 11:35:00	11158.3	11155.9	11169.85	11164	189000
05-08-2020 11:40:00	11164.5	11141.4	11164.95	11145.35	306525
05-08-2020 11:45:00	11143.3	11118	11143.3	11134	543300
05-08-2020 11:50:00	11132	11125.5	11140.95	11127.25	260175
05-08-2020 11:55:00	11127.4	11072.9	11136.6	11078.55	771075
05-08-2020 12:00:00	11079	11063.35	11103.6	11091.95	588150
05-08-2020 12:05:00	11089.3	11089.3	11118.7	11115.1	311025
05-08-2020 12:10:00	11115.75	11110.55	11127.6	11124.8	212325
05-08-2020 12:15:00	11123.15	11121.35	11149	11129.75	290925
05-08-2020 12:20:00	11127.5	11118	11138	11122.95	144675
05-08-2020 12:25:00	11122	11119.3	11133.5	11130.6	107625
05-08-2020 12:30:00	11131.75	11116.65	11135.75	11125.6	131550
05-08-2020 12:35:00	11128	11125.45	11147.5	11142.6	137475
05-08-2020 12:40:00	11144.6	11142.05	11157	11149	175500
05-08-2020 12:45:00	11149	11135.8	11151.85	11135.8	114150
05-08-2020 12:50:00	11135.95	11132.2	11147.5	11145.8	80550
05-08-2020 12:55:00	11146.7	11131.1	11147.4	11137.3	60375
05-08-2020 13:00:00	11136.75	11135.8	11155.55	11154	94275
05-08-2020 13:05:00	11153.95	11146.1	11160.4	11150.65	121950
05-08-2020 13:10:00	11151.7	11113.85	11154	11129.7	231375
05-08-2020 13:15:00	11129	11121.1	11142.4	11133	139725
05-08-2020 13:20:00	11136	11121	11139.9	11128.05	66525
05-08-2020 13:25:00	11129.05	11120.2	11131.5	11129.8	70200
05-08-2020 13:30:00	11129	11105	11130.55	11113.95	174000
05-08-2020 13:35:00	11112	11096.5	11122	11102.2	170025
05-08-2020 13:40:00	11103.6	11101.65	11119	11110.5	89400
05-08-2020 13:45:00	11110.15	11079.5	11116.5	11087.45	186900
05-08-2020 13:50:00	11085.95	11070.05	11092.05	11078	288000
05-08-2020 13:55:00	11078	11074.8	11098.95	11098.4	159300
05-08-2020 14:00:00	11097.35	11086	11108.45	11094	178725
05-08-2020 14:05:00	11094.9	11094	11122.05	11111.05	127875
05-08-2020 14:10:00	11112.4	11102.5	11114.85	11113.25	72075
05-08-2020 14:15:00	11114.75	11113.8	11128	11123.85	158175
05-08-2020 14:20:00	11123.45	11122	11133.95	11130.95	112875
05-08-2020 14:25:00	11132.55	11100.8	11140	11113.95	246375
05-08-2020 14:30:00	11113	11102.1	11128	11125.1	107625
05-08-2020 14:35:00	11124	11116.05	11129	11121.5	69900
05-08-2020 14:40:00	11120	11107.6	11127	11115.1	69525
05-08-2020 14:45:00	11114.75	11087.3	11118.7	11093	209325
05-08-2020 14:50:00	11091.25	11090.6	11111.5	11098	129675
05-08-2020 14:55:00	11100	11099.3	11119.8	11109	103125
05-08-2020 15:00:00	11106	11097.2	11110.45	11105	173625
05-08-2020 15:05:00	11104.8	11100	11112.75	11111	127950
05-08-2020 15:10:00	11109	11105	11120	11120	150075
05-08-2020 15:15:00	11119	11116	11124	11120.65	154800
05-08-2020 15:20:00	11121.95	11120	11128.95	11126.25	176775
05-08-2020 15:25:00	11127.9	11125.7	11135.1	11132	284925
06-08-2020 09:15:00	11140.65	11120.1	11160.25	11151.65	575328
06-08-2020 09:20:00	11150	11142.15	11155.7	11146	243900
06-08-2020 09:25:00	11146.35	11133.7	11147	11141.2	194925
06-08-2020 09:30:00	11139.2	11131.6	11161.5	11156	276150
06-08-2020 09:35:00	11157	11157	11173	11165.65	236400
06-08-2020 09:40:00	11167.3	11156	11170	11162.8	130725
06-08-2020 09:45:00	11162.75	11158.9	11169.5	11166	77850
06-08-2020 09:50:00	11165	11161.2	11170	11169	88125
06-08-2020 09:55:00	11169.75	11165.2	11172	11167.9	67500
06-08-2020 10:00:00	11168.6	11157.2	11171.2	11161.8	107475
06-08-2020 10:05:00	11161.75	11158.8	11168	11168	71025
06-08-2020 10:10:00	11168	11164.55	11171.7	11166.45	64800
06-08-2020 10:15:00	11166.1	11165.05	11188	11182.5	211125
06-08-2020 10:20:00	11184	11184	11194.25	11187.05	195375
06-08-2020 10:25:00	11186.05	11181	11189	11185.3	90900
06-08-2020 10:30:00	11186.9	11186.9	11197	11191.2	147000
06-08-2020 10:35:00	11191.15	11190	11196	11193.45	102075
06-08-2020 10:40:00	11193.55	11186.05	11197.55	11186.6	111525
06-08-2020 10:45:00	11187.65	11174.75	11187.65	11180.05	139650
06-08-2020 10:50:00	11180.05	11180	11189.85	11183.3	55725
06-08-2020 10:55:00	11184.9	11182.25	11192	11190.05	94650
06-08-2020 11:00:00	11190	11186.1	11193	11187.9	59775
06-08-2020 11:05:00	11188	11161.55	11189.15	11166.05	257475
06-08-2020 11:10:00	11166.9	11162.1	11177.7	11173.9	113850
06-08-2020 11:15:00	11171.6	11171.35	11188	11184.4	91875
06-08-2020 11:20:00	11184.6	11176.95	11185.4	11181.3	52875
06-08-2020 11:25:00	11182.25	11175	11187.85	11182.15	91425
06-08-2020 11:30:00	11184.35	11183.5	11195	11189.75	141300
06-08-2020 11:35:00	11189.35	11183	11192.1	11185.85	74700
06-08-2020 11:40:00	11185.85	11176.5	11188	11177.75	68700
06-08-2020 11:45:00	11177.8	11166.3	11182.85	11179.75	76575
06-08-2020 11:50:00	11179.5	11171.3	11182	11176.2	44925
06-08-2020 11:55:00	11177.15	11175	11216.85	11195	326475
06-08-2020 12:00:00	11194.25	11144.8	11200	11183.35	495150
06-08-2020 12:05:00	11180.55	11174.8	11185.5	11182.05	130425
06-08-2020 12:10:00	11181.05	11158.9	11181.05	11167.05	122325
06-08-2020 12:15:00	11169	11165	11199.9	11192.6	151500
06-08-2020 12:20:00	11191.8	11185	11199.5	11196.8	99900
06-08-2020 12:25:00	11196.45	11196.45	11248	11234.05	669525
06-08-2020 12:30:00	11231.3	11201.85	11238	11218.45	388725
06-08-2020 12:35:00	11217.95	11206.1	11226.9	11224	142875
06-08-2020 12:40:00	11225.05	11215.35	11230.25	11224.6	118875
06-08-2020 12:45:00	11224	11224	11243.5	11241.35	202650
06-08-2020 12:50:00	11239.55	11239.55	11262.7	11262.7	368025
06-08-2020 12:55:00	11262.7	11255	11277.25	11258	405450
06-08-2020 13:00:00	11258.1	11258	11272.7	11262.1	168675
06-08-2020 13:05:00	11262.6	11248.55	11265	11261.45	161925
06-08-2020 13:10:00	11261.95	11257.3	11269.5	11268	93975
06-08-2020 13:15:00	11267.4	11258.85	11271.15	11262.55	109575
06-08-2020 13:20:00	11261.9	11255.65	11265.75	11261.25	84675
06-08-2020 13:25:00	11261.15	11247.25	11264.25	11247.25	96900
06-08-2020 13:30:00	11244.25	11237.9	11250	11240	215250
06-08-2020 13:35:00	11239.9	11237.65	11250	11243	127650
06-08-2020 13:40:00	11244	11226.65	11246.5	11229.4	148200
06-08-2020 13:45:00	11228.5	11215.8	11234.4	11226.3	264000
06-08-2020 13:50:00	11226.5	11207.45	11226.5	11220	217050
06-08-2020 13:55:00	11218	11218	11237.85	11236	121350
06-08-2020 14:00:00	11236.95	11215.75	11236.95	11217.55	90675
06-08-2020 14:05:00	11219.5	11215	11226.35	11218.85	136650
06-08-2020 14:10:00	11220	11202.75	11222.1	11214.5	208500
06-08-2020 14:15:00	11214.25	11180	11217.9	11180	341550
06-08-2020 14:20:00	11179	11153.5	11180.3	11158.7	533700
06-08-2020 14:25:00	11158.45	11126.05	11164.9	11153	648075
06-08-2020 14:30:00	11152.65	11140	11164	11152	246225
06-08-2020 14:35:00	11152	11151.1	11168	11163.05	187050
06-08-2020 14:40:00	11166	11166	11187	11176.3	277200
06-08-2020 14:45:00	11176.5	11158.95	11178	11168.9	186000
06-08-2020 14:50:00	11167.25	11165.2	11178.2	11172.4	84975
06-08-2020 14:55:00	11173	11162.05	11174.95	11171	100125
06-08-2020 15:00:00	11171	11169.3	11196.75	11186	305175
06-08-2020 15:05:00	11186	11186	11203.85	11198	194400
06-08-2020 15:10:00	11197.4	11197.2	11206	11198.9	179625
06-08-2020 15:15:00	11198.9	11197.5	11204	11203	153375
06-08-2020 15:20:00	11203	11199.8	11210	11208.4	145650
06-08-2020 15:25:00	11208.35	11206.55	11215.55	11212	290700
06-08-2020 15:30:00	11212	11212	11212	11212	225
07-08-2020 09:15:00	11161.9	11142	11173.35	11167	545703
07-08-2020 09:20:00	11169.8	11160.75	11174.9	11168.85	347100
07-08-2020 09:25:00	11170	11152	11171.3	11162.55	259875
07-08-2020 09:30:00	11160	11146.6	11165.05	11160.4	175350
07-08-2020 09:35:00	11163.2	11163	11196.5	11192	312150
07-08-2020 09:40:00	11192.4	11185	11204.9	11191.9	275625
07-08-2020 09:45:00	11190.5	11190	11209.85	11207	187125
07-08-2020 09:50:00	11207	11186.3	11213.1	11193.1	210750
07-08-2020 09:55:00	11194	11181	11197	11196	124125
07-08-2020 10:00:00	11197	11192	11205.25	11197.05	131100
07-08-2020 10:05:00	11197	11192	11205.75	11205.55	59250
07-08-2020 10:10:00	11205	11196.7	11208	11198.55	67200
07-08-2020 10:15:00	11198.5	11181.05	11200	11183.1	157275
07-08-2020 10:20:00	11183	11181.3	11193.95	11181.3	78150
07-08-2020 10:25:00	11177.95	11173.05	11189	11185.7	134925
07-08-2020 10:30:00	11185.15	11184.15	11193.9	11186	74775
07-08-2020 10:35:00	11186.2	11181	11194.8	11181.5	58275
07-08-2020 10:40:00	11181	11170.5	11184	11175	108975
07-08-2020 10:45:00	11175.35	11164.45	11179	11173.85	134700
07-08-2020 10:50:00	11174.6	11174	11185.9	11174	63900
07-08-2020 10:55:00	11175.65	11165.3	11177.45	11166.95	78375
07-08-2020 11:00:00	11165.8	11165.8	11185	11184.7	66975
07-08-2020 11:05:00	11184.85	11180	11190.45	11187	88575
07-08-2020 11:10:00	11189	11181.15	11189.95	11188.3	58875
07-08-2020 11:15:00	11189	11187.6	11204.9	11195.3	199275
07-08-2020 11:20:00	11197	11192.75	11200.9	11195.75	65100
07-08-2020 11:25:00	11195.75	11182.5	11195.75	11191.45	73800
07-08-2020 11:30:00	11191.7	11190.45	11198.8	11195.25	63825
07-08-2020 11:35:00	11196	11191.5	11201	11195.7	54600
07-08-2020 11:40:00	11195	11181.95	11198	11189.9	67950
07-08-2020 11:45:00	11190.1	11190.05	11202.95	11200.95	75975
07-08-2020 11:50:00	11200.95	11192.55	11204.9	11196.75	64875
07-08-2020 11:55:00	11194	11190.25	11224	11215.15	209700
07-08-2020 12:00:00	11215.55	11215.55	11234.4	11222.35	332850
07-08-2020 12:05:00	11222.45	11218	11228.45	11228.15	99600
07-08-2020 12:10:00	11226.2	11211	11226.5	11215.65	124875
07-08-2020 12:15:00	11214.8	11213	11222	11220	92475
07-08-2020 12:20:00	11220	11215.1	11221.4	11215.1	90375
07-08-2020 12:25:00	11215.1	11172.7	11217.2	11184.95	447225
07-08-2020 12:30:00	11183.95	11172.5	11194.2	11190.2	154800
07-08-2020 12:35:00	11188.55	11174	11188.95	11179.7	101700
07-08-2020 12:40:00	11179	11178	11190.35	11188.75	77250
07-08-2020 12:45:00	11189	11186.75	11197.8	11193	84900
07-08-2020 12:50:00	11193	11185.55	11207.85	11205.65	98475
07-08-2020 12:55:00	11205.65	11201	11215	11201.8	119700
07-08-2020 13:00:00	11202.5	11201.85	11211	11208.8	63825
07-08-2020 13:05:00	11209	11206.1	11221.75	11206.1	143175
07-08-2020 13:10:00	11206.25	11201.65	11208.85	11205.15	79725
07-08-2020 13:15:00	11205.15	11196	11208.9	11203.05	102300
07-08-2020 13:20:00	11203	11191.05	11206.25	11195.4	70950
07-08-2020 13:25:00	11196.35	11192	11211.95	11208.65	85875
07-08-2020 13:30:00	11209.35	11195.5	11218.2	11198.4	90750
07-08-2020 13:35:00	11198.4	11195.05	11207.5	11202.25	47925
07-08-2020 13:40:00	11202.25	11198	11207	11205	39675
07-08-2020 13:45:00	11207	11200.3	11217.65	11217.65	78600
07-08-2020 13:50:00	11217.9	11198.5	11217.9	11205.5	74250
07-08-2020 13:55:00	11205.5	11196.05	11207	11196.05	47250
07-08-2020 14:00:00	11195	11194	11215	11205.5	113025
07-08-2020 14:05:00	11205.15	11198.15	11214.6	11204.3	109050
07-08-2020 14:10:00	11206.4	11200.6	11210.25	11204.3	49800
07-08-2020 14:15:00	11205.2	11203	11215	11204.5	76500
07-08-2020 14:20:00	11204	11192.05	11209	11207.7	85575
07-08-2020 14:25:00	11207.9	11206	11250	11232	464400
07-08-2020 14:30:00	11230.5	11228.4	11244.2	11231.25	178950
07-08-2020 14:35:00	11231.5	11214	11232.65	11224.35	169725
07-08-2020 14:40:00	11223.5	11222.55	11238.55	11229.2	140925
07-08-2020 14:45:00	11226.65	11218	11238	11235.4	127425
07-08-2020 14:50:00	11233.45	11232.4	11242.7	11239	145275
07-08-2020 14:55:00	11240	11225	11240	11234	120000
07-08-2020 15:00:00	11233.9	11216	11234	11226.25	177450
07-08-2020 15:05:00	11227	11223.45	11230.95	11230.95	81000
07-08-2020 15:10:00	11231	11227.3	11236.9	11229.6	149850
07-08-2020 15:15:00	11228.1	11221.4	11229.95	11222.15	189750
07-08-2020 15:20:00	11224.5	11221.2	11228.95	11226.05	180525
07-08-2020 15:25:00	11226	11222.2	11231	11228	282075
07-08-2020 15:30:00	11229.1	11229.1	11229.1	11229.1	6225
10-08-2020 09:15:00	11274.95	11256.2	11295.5	11290.8	476402
10-08-2020 09:20:00	11293.65	11292.5	11305.8	11294	330750
10-08-2020 09:25:00	11295.15	11288.4	11309.65	11301.4	295725
10-08-2020 09:30:00	11301	11298.15	11309	11306.05	198075
10-08-2020 09:35:00	11304.1	11301.5	11307.55	11302.65	109350
10-08-2020 09:40:00	11303.9	11303.05	11322.4	11318.75	366075
10-08-2020 09:45:00	11319.25	11309.65	11320.5	11311.15	136725
10-08-2020 09:50:00	11311.2	11305	11312.45	11309.9	98475
10-08-2020 09:55:00	11310.2	11306	11312	11308.25	69900
10-08-2020 10:00:00	11307.25	11305.55	11314	11312.65	63300
10-08-2020 10:05:00	11313.3	11296.2	11313.3	11306	122925
10-08-2020 10:10:00	11306.75	11301.4	11310	11305.45	66675
10-08-2020 10:15:00	11306.35	11301.25	11311.7	11309.95	87375
10-08-2020 10:20:00	11309.9	11305.25	11310.4	11305.25	76425
10-08-2020 10:25:00	11305.55	11295.4	11307	11301	153000
10-08-2020 10:30:00	11303	11299.5	11310	11309	108600
10-08-2020 10:35:00	11309.75	11305	11310.8	11305.55	46800
10-08-2020 10:40:00	11305.05	11304	11312.4	11311.55	52950
10-08-2020 10:45:00	11311.75	11308.25	11316.75	11315.25	77775
10-08-2020 10:50:00	11316.65	11310	11316.75	11313.15	72375
10-08-2020 10:55:00	11313.9	11310	11315	11311	33750
10-08-2020 11:00:00	11310	11310	11315	11313	24300
10-08-2020 11:05:00	11314	11307.55	11320	11319.45	59925
10-08-2020 11:10:00	11319.95	11319.95	11328	11323.15	209850
10-08-2020 11:15:00	11323.8	11322	11330	11324	120150
10-08-2020 11:20:00	11324	11324	11334.75	11330	128400
10-08-2020 11:25:00	11331	11324	11331	11326.4	62400
10-08-2020 11:30:00	11327	11323.85	11334.6	11331	78750
10-08-2020 11:35:00	11331.15	11327.95	11332.6	11329.45	45450
10-08-2020 11:40:00	11330	11325.1	11332	11326.55	54150
10-08-2020 11:45:00	11327	11318	11329	11326.9	99600
10-08-2020 11:50:00	11327	11325	11332	11325	51900
10-08-2020 11:55:00	11325	11322.1	11328.85	11328.85	41025
10-08-2020 12:00:00	11326.6	11320.05	11329	11324.1	57900
10-08-2020 12:05:00	11325.05	11321	11326.7	11324	73425
10-08-2020 12:10:00	11324.05	11307.25	11326	11317	121875
10-08-2020 12:15:00	11316.95	11311.35	11317.95	11313.5	52950
10-08-2020 12:20:00	11314	11312.6	11322.35	11318	53250
10-08-2020 12:25:00	11315.05	11311.25	11317.5	11312	47025
10-08-2020 12:30:00	11311	11287.9	11312.2	11308.5	446100
10-08-2020 12:35:00	11309.75	11305	11315.3	11312.45	96000
10-08-2020 12:40:00	11312.1	11310.05	11319.9	11316.05	67575
10-08-2020 12:45:00	11314.95	11313	11326.75	11324.25	135000
10-08-2020 12:50:00	11324.05	11322	11328.9	11323	62100
10-08-2020 12:55:00	11323	11316	11324	11322	57000
10-08-2020 13:00:00	11320.45	11315.1	11324.75	11318.7	33000
10-08-2020 13:05:00	11317.55	11307.6	11320.75	11317.4	58500
10-08-2020 13:10:00	11315.65	11310	11318	11314	33225
10-08-2020 13:15:00	11316.6	11313	11326.25	11322.25	74025
10-08-2020 13:20:00	11321.5	11310.5	11325.05	11314.35	50025
10-08-2020 13:25:00	11315	11310.55	11319.45	11319	54000
10-08-2020 13:30:00	11319.5	11315.15	11322.1	11317.75	55275
10-08-2020 13:35:00	11317.75	11302.1	11320	11311	104325
10-08-2020 13:40:00	11311.25	11303.5	11311.25	11308.05	76500
10-08-2020 13:45:00	11308	11304.55	11314.8	11306	60450
10-08-2020 13:50:00	11306.75	11293.75	11310	11303.75	152550
10-08-2020 13:55:00	11302.7	11298.1	11306	11298.8	68625
10-08-2020 14:00:00	11297.9	11283.95	11297.9	11292.2	260250
10-08-2020 14:05:00	11291.95	11285	11297	11286.05	117225
10-08-2020 14:10:00	11284.35	11242.05	11287.65	11261.2	754575
10-08-2020 14:15:00	11262	11258	11278.9	11272.5	185625
10-08-2020 14:20:00	11273	11271	11289	11285.5	139875
10-08-2020 14:25:00	11284	11277.5	11288.75	11282.05	87900
10-08-2020 14:30:00	11281.5	11273.4	11284.65	11275	91425
10-08-2020 14:35:00	11273.85	11268.2	11285	11280	118950
10-08-2020 14:40:00	11282.1	11280	11294	11285.1	97950
10-08-2020 14:45:00	11285.6	11280.25	11294.85	11284	101700
10-08-2020 14:50:00	11283	11282.6	11307	11304.9	213300
10-08-2020 14:55:00	11305	11298.55	11316.75	11301	205200
10-08-2020 15:00:00	11301.2	11285.1	11301.2	11288.75	146925
10-08-2020 15:05:00	11289.85	11286	11294.5	11289.85	97200
10-08-2020 15:10:00	11289.45	11287.45	11294.8	11290.05	126075
10-08-2020 15:15:00	11291.4	11287.1	11294	11292	152475
10-08-2020 15:20:00	11291.35	11291.35	11300	11298.1	195600
10-08-2020 15:25:00	11298	11291.05	11299.7	11293.2	210300
10-08-2020 15:30:00	11294	11294	11294	11294	375
11-08-2020 09:15:00	11349.65	11340.45	11369	11366.3	420978
11-08-2020 09:20:00	11365.65	11364.5	11372.95	11367.4	248400
11-08-2020 09:25:00	11367.4	11359.95	11374.4	11373.8	211800
11-08-2020 09:30:00	11373.05	11368.6	11376.75	11374	219750
11-08-2020 09:35:00	11373.05	11361.15	11375.55	11363.05	169500
11-08-2020 09:40:00	11363.9	11360.1	11368.9	11368.9	118350
11-08-2020 09:45:00	11368	11361.4	11370	11366	105300
11-08-2020 09:50:00	11365	11355.55	11366	11358.5	124200
11-08-2020 09:55:00	11358.9	11353.4	11362	11358.05	111225
11-08-2020 10:00:00	11357.8	11345	11358.5	11352.95	210375
11-08-2020 10:05:00	11352.95	11350	11358.5	11356.15	85950
11-08-2020 10:10:00	11354.1	11350.6	11360.7	11356	86850
11-08-2020 10:15:00	11355.2	11350.9	11357	11355.2	79425
11-08-2020 10:20:00	11355.05	11355.05	11366.35	11363.45	141075
11-08-2020 10:25:00	11363.9	11359.55	11365.7	11364	65250
11-08-2020 10:30:00	11362.75	11362.3	11369.9	11365.85	103125
11-08-2020 10:35:00	11364.9	11364.55	11368.9	11367.85	53625
11-08-2020 10:40:00	11367.5	11359.3	11368.3	11362.55	72975
11-08-2020 10:45:00	11363	11353.35	11364	11358.75	56100
11-08-2020 10:50:00	11359.9	11356.55	11362	11360	30450
11-08-2020 10:55:00	11359	11354	11360.1	11355.6	54525
11-08-2020 11:00:00	11356	11322.05	11359.15	11336.95	392550
11-08-2020 11:05:00	11337.45	11328	11342.75	11340.5	266475
11-08-2020 11:10:00	11342.2	11333.15	11345	11333.15	151425
11-08-2020 11:15:00	11333	11316.5	11333	11325	266100
11-08-2020 11:20:00	11326.55	11320.1	11337	11333.15	106050
11-08-2020 11:25:00	11332.6	11327.1	11336	11336	56925
11-08-2020 11:30:00	11336	11335	11340.95	11340.95	109725
11-08-2020 11:35:00	11341	11337	11347.75	11338.1	83325
11-08-2020 11:40:00	11338.1	11337.85	11345	11338.55	57000
11-08-2020 11:45:00	11339	11329.2	11339	11333.45	79875
11-08-2020 11:50:00	11331.75	11331.15	11337.95	11332	76200
11-08-2020 11:55:00	11332	11328.2	11339.1	11330.25	64200
11-08-2020 12:00:00	11330.15	11308.95	11331.55	11314.7	206550
11-08-2020 12:05:00	11315	11311.7	11321.5	11318.95	132450
